宝马E53长期怠速不稳自灭E53长期怠速不稳灭车真的是很烦油泵也换了空气流量器也换了还是不行要崩溃啊怎么办啊,Engine
左侧驾驶门异响左侧驾驶室门的上框中间部分，玻璃打开就不响，关上就响，是我们东北这太冷了冻的还是咋回事~,Door
17款3GT发动机故障灯亮，求解决发动机故障灯亮，读故障是汽油燃烧不充分。是不是太冷啊？我发现5°左右很容易出发动机故障灯，温度10°往上就没事，能有其他解决办法吗？求教各位！,Engine
宝马X3进口后轮轮胎有吃胎现象吗？宝马X3进口车，有发现后轮轮胎吃胎的吗？今天发现后轮轮胎花纹高低不平，噪音增大。,Tire
提车半月自驾3300KM一些感受人生第二辆车了，第一次想买jeep自由光结果买了阿特兹2.5这一次想买jeep大切诺基结果买了530四驱。相信我的选择是正确的。从去年9月份开始有换车的念头，前前后后看了很多车，大切，glc300，E300，A7，es…最后还是抵挡不住蓝天白云的诱惑。北京奔驰的品控让人担忧，加之E和C傻傻分不清楚放弃。去年自驾去了一次西藏，开的朋友的普拉多，整体驾驶感受很差，所以对SUV渐渐失去了信心。奥迪的产品正在换代，A7空间有限，放弃。坐进ES里就感觉跟我的阿特兹没区别，这完全就是一台B级车吗。最后也没什么可选的了。530完胜。11月1号定的车，白外红内。19款四驱运动贷款裸车41.5QJ6800。一年保险。手续费4个点。上牌1500。感觉价格还可以。选装了创新套，娱乐套，舒适套，HUD，腰部支撑。苦苦等了三个月。看到车的一刻觉得所有的等待都值得车衣，各种装饰又花了我两万多，不过老程的胎压监测挺好用的。从沈阳出发开了3300公里，终于到海边了。纯高速，节能模式定速巡航油耗7左右。舒适模式8个左右。市内开了700KM，不是很堵车油耗11。基本满意。这车居然有一脚踢，销售给我的解释是，19款自带电尾门，当电尾门遇到了舒适进入，生出了一脚踢。挺好用的。乘坐空间不错，后排比前排舒服。转向精准，静音超棒，没有顿挫。开了这么久我发现一个问题，发动机转数在1100转的时候车子抖动厉害，或者叫共振。不知道是不是个例。提车5天互联驾驶开通，是不是很快。问题是互联驾驶用手机导航不在HUD上显示。不高级。这个技术应该很简单吧。最后想说人生短暂不要在犹豫中度过！求认证求精！！！,Engine
原价1200一条的原厂普利司通防爆胎有要的吗1月新车跑了3000公里的普利司通原厂胎有要的吗，最好是唐山或天津一带，我想换普通胎，都是郊县路况，防爆胎噪音太大，防爆胎适合高速比较多或城市道路好的通车环境。,Tire
M2车窗晃动怎么解决M2的无框车门，在开门时一直都是直接拉开车门，现在开门时门板玻璃晃动挺大的才发现问题，行驶过程也有多次异响。正确的开门方式是怎样的？每次开门都需要慢一节拍吗？,Door
320gt新车6000公里出现的一点问题刹车顿挫感，哪怕轻轻的、平缓的踩刹车，也会最后停下来的时候整个车顿一下，很不舒服。雨刮器异响，每次在边缘往回拉的时候都有挂啦啦啦的声音。不知大家有没有遇到过这种情况？是不是应该去修一下？,Brake
鼓包鼓包韩泰轮胎,Tire
我车这两年都是这种异响@所以朋友；每天早上冷车起步后，头几脚刹车异响特色严重、刺耳的声音、你们有吗？怎么解决呀？,Brake
右后门关门异响回了趟老家，可能是家里人关门比较用力，现在右后门关门时有异响，类似玻璃左右摇晃的声音，其他车门都是比较沉闷的声音，有没有人遇到过，有什么解决办法,Door
宝马525发动机异响，都好的，查不出问题宝马525发动机异响，都好的，查不出问题宝马525发动机机油泵异响，里面全拆了，很干净，看不出问题，就是响，14年买的车，N20发动机，求大神帮忙解答下吧，谢谢了,Engine
宝马5系轮胎价格530换个轮胎得多少钱？我的车昨天在路上走着不知道怎么回事鼓了个包,Tire
320LI使用问题车头比5系好看就喜欢时尚版的稳重提车跑了600km了，买车过程就别说了，全是套路，4s服务还差发现以下问题和车友分享1.发动机启动声音大，跑起来好点2.停在原地踩油门上3000转稳住，声音很怪，和以前车子韩系没法比，大家测试看看，听说这是跑车尾喉，排气声大，是这样吗？3.导航地图没有，这不扯淡吗，互联驾驶也没有4.时速60刹车先点后刹，怎么越踩越重，感觉刹车除了重，还肉.5.后轮减震黄色防尘罩是掉下来的正常吗？6.整体驾驭感不错。就分享这些了，大家用车感受如何，期待大家分享,Brake
吐槽一下新X51车子买来还没多久就去4s店，新车呀，说是有个东西没装在上面，后来又说有脱落。2-由于我买的现车，尊享只加了真皮。好多想要的配置可惜加不到。遗憾呀。内饰一般，亮光的，经常看起来都是有手印看经常提示底盘有问题洗了车，都是这样，亮光不耐看3这个限速提醒关不掉，根本没办法完整听一首歌，心脏病都要被吵出来。那个声音太烦人。4没得电动踏脚板真是一大败笔，每次下车都小心翼翼，要不裤子都要弄脏。5那个互联要等一个月才用的到，等的时间太久了。6感觉它对油品要求还是比较高的，有时候没找到98的油，用95的油发动机那声音比较难听7小毛病目前比较多，需要系统升级。各种小毛病，总之还是不稳定。8方向盘不是自动回正，这个很不习惯。,Engine
昨天刚提车今天上高速刹车有声音点踩刹车有尖锐声音是不是新车的原因？还有昨晚停外面早上起来都结霜了车子有关系吗19款320lim倒车影像没有距离几米显示了吗,Brake
320Li曜夜版车门异响严重过颠簸路，车子异响严重，像抬轿子声音吱呀作响,Door
请问广大车友发动车子时声音特别大，是发动机有问题吗？谢谢每次发动时声音都特别大，感觉像轰隆隆加油门的声音，这样属于正常吗？宝马5系和x6每次开都没得这个声音吧？,Engine
19款宝马530li尊享M套装3000km提车作业。大家好，由于本人超级懒，导致车子开了足足有3000km才发布本次提车作业。其实车子是18年10月份已经下订了，但是加装了腰部支撑及驾驶辅助，所以车子足足等了三个月，才在12月6日完成装配下线，20号到4s店。由于刚好跨年，所以打算直接上19年车牌。正因如此，车子在4s又待了10多才提回家。废话不多说，现在具体说说这2个月以来的用车感受：优点：1.隔音降噪出色；2.换挡平顺，对比第一代cc基本上没顿挫；3.动力充足，但是谈不上丰富。如果预算充足还是建议买3.0，这样就有会更高级体验。缺点：1.装配工艺有待提高，现在主驾驶门板竟然出现异响；2.胎噪确实比较大。以上是这两个月3000km用车感受，希望在这里认识更多的车友。,Tire
宝马x1着车发动机指示灯常亮宝马x1着车发动机指示灯常亮我的新x1车跑了一年了，18款领先，不知道怎么忽然昨天发动机指示灯常亮，但是通知里面没有任何故障，去了4s店售后说由于冬天天气冷导致什么气压数值不对，需要刷机升级，我把车系统升级了，故障码消失了。4s店给出的解释是天气冷升级软件系统就没事儿了？说是因x1通病？我问下车友有没有类似的情况？刷机就解决问题了？,Engine
X2顶配400公里用车感受目录外观内饰年前提了X2顶配，提车当天下雨因此也没好好拍照，过年期间趁空闲把X2也洗了白白来一组吧外观当时看到X2觉得这款车很特别，宝马的小车通常外观都比较柔和，而X2属于凶悍的那一种上下感觉都是血盆大口，双肾格栅里的叶片也被设计的很锐利蓝天白云曾经是小时候的梦想，不过如今实现它已经并不难LED的大灯亮度很高，比我之前马自达的卤素灯强了太多，一分价钱一分货嘛现在天使眼都不是圆形了，类似丁沟状灰色的包围时越野套件，X1上并没有是灰色塑料件后视镜和1系、X1上的造型一样后视镜尺寸小造成视野非常小，开车的时候看后视镜总是心里没底又带越野套件又带M套件，以前记得宝马车型上只能有一种套件的C柱上的宝马LOGO其他车系上没有，是X2独有的侧面LOGO特写19寸的轮毂，前刹车盘看着挺不错后刹车盘就小的可怜了灰色包围特写现在新款宝马的尾灯都是立体的了，灯罩上随着这中间这条“对号”是凹凸起伏的X2尾标只有顶配是四驱，当时觉得8AT比双离合靠谱点所以选顶配，并不是因为看重顶配的配置排气尺寸非常大，配合灰色下包围，显得非常动感大尾喉特写拍照区域是个六边形和车头的进气格栅造型很类似，前后呼应吧尾部显得非常宽，给人很敦实的感觉内饰中控设计和X1完全一致的M方向盘手感不错，就是方向很重，之前试驾感觉不是这样，不知道是不是只有四驱的调的这么重座椅是翻毛皮加布的材质，包裹性很好，冬天很暖和，几乎不需要开座椅加热，不会像真皮那么冷，可是都顶配了还没有腰托，这一点要吐槽，手动腿托都有了，配个手动腰托也是好的啊后排空间其实挺大的，至少我觉得够用，要知道X2车长好像只有4.3米多点，就和两厢1系差不多长，但是空间大了很多后座三个头枕都可以上下条件，但是靠背很垂直不怎么舒服后排有空调出风口，下方是两个Type-C接口，还要买转接头，为啥不能直接用USB呢天窗尺寸比较大，但是不算全景，只能到后排膝盖上方，到不了后排头部上后备箱空间很规整，座椅都可以放倒目前才400多公里，感受不是太深，刚买回来的时候觉得轮胎噪音很大，跑到街边修理店检查师傅说我胎压高达2.8赶紧放了，放到2.5好了些，但是还是有点吵，师傅说宝马用防爆胎都这样，这要严重吐槽4S点，提车的时候收了检测费，结果胎压显然是没检测，还有开了第三天提示蓄电池不足，开到4S说宝马新车电瓶要激活，当时就很恼火收了检测费，胎压、电瓶都没搞，那显然就是没检测嘛，看来这些只是收钱的理由-。还有两点就是方向盘重，后视镜尺寸小，其它的都还不错，空间比外观看上去大，加速换挡也都很棒，等开个1000公里以后在跟大家说详细些的感受吧，感谢观赏,Tire
请问M2车主，有没遇到过这种情况18款M2，停车熄火后发动机时不时会疙瘩响一声，像什么控制器之类的回位移动一下的声音。启动的时候也会响一下。不会是有什么东西掉在里面了吧？,Engine
关于宝马三厢120i的驾驶感受以及异响以及震动问题三厢120i目前已经行驶2000多公里，发现几个问题…1、三厢120i怠速时从发动机传来的有规律的震动问题，车内座椅有轻微震动。2、方向盘不太线性，有时会有轻微抢方向的现象，不过也很轻微。3、车辆时速超过80以上能听到微弱的耳鸣声，时速低于60左右耳鸣声消失，我在论坛看到其他三厢120i车主也有类似这种情况。目前只发现了上述几点问题，不知道你们的三厢120i有没有上述问题？,Engine
16款328i排气抖动过大最近排气抖动很大，已经到了肉眼能看到，车身跟着抖了，尤其D档停车，3万多公里，95号油?红线添加剂，偶尔98，请问是排气吊耳的问题还是积炭？油耗也大，短途能到15个油,Car body
nan,Door
19款宝马X11.5T尊享版为什么一打火，声音这么大？19款宝马X11.5T尊享版为什么一打火，声音这么大？请教论坛的各位车友，你们的一启动声音大不大？我的是10个油，你们的油耗多少呢？,Engine
2000公里后的感受，主要是刹车楼主在1500公里时，曾写了个提车贴。目前2000公里，有些新的感受。1、喇叭！喇叭！一提到喇叭，就觉得浑身郁闷，愤怒，然后无力。X1的喇叭不是正常人使用的，需要很大力的按，很痛苦。碰到紧急情况，甚至按不响，让我怎么办？我也很无力啊！以前的花冠车，手根本不用离开方向盘，只要大拇指轻轻一按就行。现在的X1，手必须离开方向盘狠命按当中，太痛苦。2、刹车！刹车！各位X1车主，不知道你们的刹车情况怎样？我的是：经常有刹不住的感觉。凭着前十年的驾驶经验，我以为能刹住，但很不幸，有几次差点追尾，吓出一身冷汗。尤其在完全踩住的情况下，车还会不由自主地往前好几米，是的，不由自主，就是自己做不了主。这是挺让人不放心的。不知道过了2000公里后会不会好点，但愿能好点吧！同时踩刹车的感受不好，前段太灵敏，一踩人就会前倾，不够线性，到了后段就踩不住。关于刹车情况，希望认证车主们能给个反馈或回复，到底是我个例，还是普遍现象。谢谢了。,Brake
华晨宝马1系普利司通轮胎鼓包售后不质保投诉编号：【340052】投诉时间：2019-01-1516:44投诉品牌：华晨宝马投诉车系：宝马1系投诉车型：2018款120i设计套装型投诉内容18年12月22号提车，19年1月9号洗车的时候洗车店员工发现驾驶位轮胎有鼓包现象告知我，一个月不到就出现这种情况，我觉得这种情况换做谁都是接受不了的，第一时间与4S联系，判断为人为造成，不给予赔偿和更换，需要自费1700多一个轮胎，我都是在城市路道开，过程中没有发现又入坑的情况，在城市交通速度基本也在40-60码，想快也快不起来，及时是以这种速度入坑就出现这种情况，应该也是轮胎质量问题，轮胎为：普利司通225/40R1892Y。希望4S店，宝马官方售后，普利司通官方给予一下解决：1.4S店对于鼓包轮胎给予合理解释，并给予弥补措施，2.致华晨宝马官方，对于轮胎供应商审核请提高标准，不要影响自身品牌；3.致普利司通官方，请给本人轮胎损坏让第三方检测是否存在质量问题，并该批次给予追溯质量检测并提供相应证据。投诉回复车质网已将您的投诉转给生产企业以及政府有关主管部门，我们将会对此投诉继续跟踪，请您持续关注！,Tire
宝马新5系抖动为什么我车在高速上开到120感觉车身振动，有人遇到过这个问题吗,Car body
我的x6感觉静音不太好提车一个星期，感觉3.0油门很凶，舒适感差一点，运动座椅，胎噪很大，难道是换的20寸m轮毂，和防爆胎的问题？避震有点硬，驾驶感受确实可以，加速好，操控可以，我就问问x6都是路感清晰，避震硬，胎噪有点大吗？,Tire
宝马730冷车启动问题我的宝马730冷车启动的时候，发动机会抖动一下，不知道你们的车有没有这种情况,Engine
"提车1个月，说说几个缺点，看大家有没有觉得！19款530领先豪华，用车一个多月，行驶1000多公里，作为全新一代行政级5系，发现如下几个缺点！1，19款减配了一个后雾灯，以操控著名的宝马能在安全上减一个后雾灯？2，全系都不标配腰部支撑(虽然我提车时已经选装的有了)，建议厂家看看15万以上不管什么车型，那个车没个腰部支撑！3，5系作为行政级轿车，后排遮阳帘都要选装，那怕你弄个手动的也成啊。你看看你老弟老款3系都有手动遮阳帘。4，驾驶室A柱有点大，导致在转弯时要特别的小心，特别是晚上，盲区有点大了。5，LED大灯在城区近光灯行驶没问题，当开远光灯时，感觉像是没聚上光一样，前面灰蒙蒙的，远光有点散，还没我之前氙灯远光开起来有信心。6，新一代5系全序标配液晶仪表，但我觉得有点鸡肋，可显示的内容是太不丰富了，用这块液晶屏有点浪费了。7，感觉这个前排座椅怎么调坐久了都不怎么舒服，不知道大家有没有这个问题8，胎噪有点明显，原车是倍耐力P7，我用dBMeter做过测试，时速60大概56分贝，时速100也才61分贝，但主观感觉上听着有点吵。跟我预期有点大。不知道是不是防爆胎的原因。9，舒适模式下我都怀疑我买的是不是一台525，不是一点点肉，深踹油门到3000转也感觉不快，因磨合期我也没再踹油了。运动模式暂时没用，等3000公里以后可以试试看。10，都说宝马发动机+8AT变速箱换档是多么的顺滑，我怎么没感觉到了，明显起步1换2，还是2换3的时候还是能感受到纯挫的。11，最后说一下，新5系感觉就买了一个'纯裸车'，什么配置都要选装,有点坑啊！",Engine
刚提的x330领先出现异响声音不是每次都有，但是频率也不低，开关门上下车，升降玻璃，未点火踩刹车，和点火的时候都会出现咔的一声，声音有点像***声??，录了一段视频，发不上来，有知道是什么原因的吗？,Brake
发动机异响，有大神知道原因吗2016款320L，过年开长途回家，到家发现启动时发动机响声大。回家前在街边洗车店做了发动机舱清洗，不知道是不是这个原因。在车里听不太出来，站在车子前边比较明显。,Engine
你们的车多久换一次胎？我17年12月底提的车到现在前轮换了3次后轮换了一次？今天到家停车发现前轮又起鼓了,Tire
右后门从里面打不开今天朋友坐后排，发现右后门从里面打不开，其它三个门正常，右后门只能从外面打开，没时间去4s，车上的设置都正常，有知道的兄弟吗？,Door
X328宝石青豪华5000公里感记目录选车提车用车感受旅途认证前言：入手前一直泡在论坛，感谢之前车友分享，订车前吸收过不少建议，提车后便也想写点回馈分享选车提车11年的科鲁兹已随我征战7年，兢兢业业，之前未曾让我操心过，去年发动机开始有亮灯报警，先更换高压包后又复发，车龄也到了，便下定决心更换。选车比较简单，我有宝马情节，其他品牌都未曾看，之前一直有在关注5系，直到新款X3出来，便开始在这两款车上犹豫，5系更商务，更适合生意，X3更全面，加上家里年初多了个小公主，自身又喜欢周边自驾游，考虑的方向便更倾向于家用，于是下决定X3。纠结过颜色，主要是蓝和黑，最终选定了宝石青豪华，一是觉得做生意还是稳重点好，二来看过网上车友照片被圈粉。之前担心黑色显小，本身车不大，看到实车我石头落地，除了车尾，车头和侧身在豪华烙条衬托下很大气。提车第一眼，照片手机直出，各位将就看侧面来一张，银色烙条显大气，感官上也让后窗的分隔条没那么明显第一箱油，大老婆赞助，388小科，上个镜，这是离别验车时留的念想用车感受圣诞节提车到现在用车两个月快5K公里，中间过年回了趟老家近3000公里，总体来讲很满意，有了X3陪伴即使过年来回堵车都没再觉得累，享受乐途。说说用车感受：1、驾驶感觉很好，主要是隔音好，120以下都感觉很安静，反馈的只有胎噪，另外横风有点严重，可能是车身高了。2、油门响应线性，低速偶尔能感觉到换挡顿挫，整体来讲还是很满意的。3、真皮桌椅很硬，长途以前会腰疼，现在是屁股疼，包括后座老婆大人都投诉坐的屁股痛4、主动刹车很吓人，已经历好几次的急杀，回来有次经过收费站，因不用收费时速50左右准备过匝道（有点窄），电脑可能以为我没踩刹车要撞上侧边，突然一个急刹，全车人吓的不行，现在每每开车都有点余悸，生怕什么时候出来吓人，又不想关掉，想摸摸他的脾性，新科技看看如何驾驭5、油耗喜人，目前电脑显示7.6，高速居多，实际油耗会稍高点，有实算过，高速加老家不堵车用，正常开1000油费，跑1800公里左右，深圳市区短途油耗就高了，12个往上。另外驾驶习惯影响非常大。提车后和车友一起去刷了隐藏，他的是炭黑运动，同款，大小是角度问题，花入谁眼就是喜好了到老家了，晴天就擦车，老婆戏说比我自己身上还干净，没办法啊，黑色实在太容易上灰了来张霸气前脸情怀深圳沿江高速，风景很漂亮，一边看到飞机起起落落，一边是海天一色这张行程记录，亮点是4.9，来回行程，不存在上下坡，这已是最佛系驾驶极限了，没有参考意义，只是一时兴起，勿喷旅途回老家时去了趟横店，风景不错，一并发出来和大伙分享进宫了后花园清明上河图来个景深的电视应该都见过顾廷烨请喝茶追过的应该不少吧樊楼了，里面绕来绕去还挺大朱雀大街香港街逛了一天，来横店步行街，填肚子了认证认证结尾，上神器，祝各位新年发财，到了人生第二个阶段，希望自己事业也能策马奔腾，上个台阶,Tire
三箱120驾驶侧门窗异响有没有朋友有遇到的？还有方向盘略微向右偏。目前4200公里！谢谢,Door
18款x5刹车响4个月的车了低速刹车有响声问4s店说没事是刹车片材质的问题还有车喇叭时常会有进水的感觉声音发闷,Brake
宝马两次制动抱死，保质期内投诉无门一年的车子，刚买半年车子40码前轮刹车抱死，4S店给质保了，修好了也没给我任何维修单，换了分磅，刹车盘，刹车片！修好了半年车子再次报警，刹车片开裂，偏磨严重，4S店却不给质保了，打厂家投诉电话一直没用，各方投诉了厂家一直踢给4S店，4S也不管，还冒充消协部门给我打电话！兄弟们，宝马中国真的让我寒心，我该怎么维权呢？我的安全怎么办呢？,Brake
宝马-宝马5系新车发动机无故出现故障，要求退换车问题：2018年7月31日在上海市普陀区众国宝泓4S店购买的宝马530Li领先型运动套件，2019年1月9日车辆第一次发生故障，显示传动系统故障，车辆在行驶过程中忽然抖动严重无法正常行驶，需熄火后才能重新行驶。故障发生后立即送往宝诚中环4S店进行维修，维修显示车辆积碳严重，更换了喷油嘴、火花塞等配件。车辆取回后于2019年1月13日再次出现同样的故障，再次送往宝诚中环4S店，未查出明确原因，进行了重新编程维修。2019年1月22日再次出现同样故障，这次将车辆送往了众国宝泓4s店，检测结果表示发动机存在故障，至今仍未修好。诉求：针对上述问题，众国宝泓提出要拆发动机维修，但我方认为该车辆是新车，购买未满半年，出现故障时公里数仅2800公里，该故障属于车辆本身存在的质量问题，若拆开发动机修理一是导致车辆贬值，二是影响车辆寿命，损失极大。我方认为其车辆本身的质量问题，损失不应该由我方承担！现要求退换车！投诉编号QT277605[请牢记此投诉编号]投诉品牌投诉人郭女士[系统已对姓名做处理]投诉车型2019款530Li领先型M运动套装投诉时间2019-02-1322:05:56.0所属类型投诉地区4S店名称上海众国宝泓汽车销售服务有限公司车辆状态4S店联系人里程数28904S店电话购车时间2018-07-3100:00:00.0诉求,Engine
19款525i标轴我新买1个月的525i跑了3700公里，2月23号启动车，发动机故障灯亮，过两天加了油，故障灯不亮了，但是原地踩油门车身晃动，这是正常的吗？,Car body
驾驶员后面车门从车内打不开如题，从车内无法开门，车外可以打开,Door
发动机好抖这是为啥啊。现在坐车里。停车状态屁股和脚都能感觉出来明钻震动！今天我把引擎盖打开了。手摸了一下发动机。我去！抖的特别厉害。震的特别明显！你们是这样的吗？,Engine
你们的宝马5系副驾驶车门有没有异响？你们的宝马5系副驾驶车门有没有异响？我的宝马5系过马路接缝的时候副驾驶偶尔嘎吱一下响，很烦人，不知道哪里出来的，大家有没有，还有就是车门外面车床外侧黑色装饰条一按压就咯吱咯吱响，有间隙，你们的有吗,Door
求大神解答，2013款320li时尚用车至今疑惑本人2013年7月提时尚，车用至今，没出现过任何小毛病，就是现在发现：1，冷车启动后，热车后，变速箱顿挫感比较强，动力也比较弱;2.油耗偏大，现在城市开，一半高架一半堵车10.5个油；3.排气管冒烟比较多？4.门把手搪塞塑料有点烂了，像巧克力。。。总体来说，三系是辆好车！ps:本人加的是95号乙醇汽油，没有加过添加剂或燃油宝。,Engine
425发动机轰隆隆的声音正常吗？刚刚买的新车，发动机怠速运转时或低速加油时就有沉闷的轰隆隆的很吃力的那种吼响，像10万左右的小排量轿车开了十年以上的老车子一样的哮喘的发动机声音，这个正常吗？以前2.0T的A4L也不是这个声音的。另外发现中控面板上的空气分配按钮虽然左右的按钮一样，但右侧按钮按动时只能显示平风和下风，不显示往上的风向，这个都这样吗？请高人指点！谢谢！感觉买了假宝马,Engine
右前轮经常鼓包，我换了2个胎了？,Tire
16款的X1，挂档杆故障？我遇到了！我买的是2016年11月出厂的X1，2.0T豪华，开了2年34000公里，说实话，车真好开，就是胎噪大点！还有就是冬天开暖风的时候，在没开压缩机、没开除霜等其他功能的情况下，抖动有点大，关掉就好了！不知哪位大侠知道原因吗？？2年刚过，前几天我居然碰到了之前在论坛里见过哪位大侠发过的：拉了手刹、挂到P档，屏幕显示停车时应施加制动，请至售后服务检查！到店一查，说是挂档杆坏了，需要更换！各位老大，还有谁遇到过这种故障吗？,Tire
提车大半个月，个人总结X3的一些缺点提车二十天左右了，开了七百公里。缺点如下：1.刹车踏板比较高，油门和刹车切换不太习惯，闹市区开着累，2.刹车比较软，急刹车的时候有点心惊，3.高速隔音效果不好，噪音不小，4.路面感受特别清晰，开着很颠，5.安全辅助太敏感，倒车入库经常自动刹停，很尴尬，6.下雪天360辅助系统误报太频繁，可能把雪当成了障碍物，叫个不停，7.氛围灯断点几率很大，我们五个人一起提的车，目前两部车断点了，还有一部疑似断点，8.松油门低速重新给油的时候拖拽感明显，影响驾驶感受。以上是个人感受和观点。不喜勿喷。,Brake
新5系12000公里发动机灯亮！这几天回内蒙，启动车的时候，感觉有很大的抖动，超级明显，整个车都在晃！然后咨询了大神，说是天气太冷，可是我的车是在车库里啊，还是暖库零上6度！今天在启动依旧是这样，然后发动机灯亮了！大过年的真的好闹心。,Engine
宝马18年9月5系进气格栅不能自动打开昨天开车，仪表盘发动机图标故障灯亮了去4s店检查接待人员说因为进气格栅里面有个零件卡了，说要换新的得从德国订货，等2个月才可以重新安装，那么现在车的发动机故障灯一直亮着接待人员说不影响使用？真的可以上路吗？没有给工单文字说明？请问该怎么办？,Engine
各位友友，我的轮胎换了不到满一年，轮胎没花子了。我的轮胎好像磨损太快，另外专业人员说X4吃胎，你们的什么情况？请指教？,Tire
3系刹车异响通病广求解决办法自己的325i至今开了14万公里，自从更换第一对刹车片开始（大概9万多公里）；新的刹车片换上后，大概跑了5000KM就开始出现响声，具体是在倒车时第一脚刹车（很轻的带一点刹车）就会听到明显的哚响一下，然后就没有了（偶尔响一下），去了几次检查，但是一到检查就试不出来声音，直到现在14w多了，明显可以区分开4个轮子都会有这个声音，修车的朋友认为是刹车片换位导致的响声，他自己的F35也是这样，可是想不出办法消除。另外，家里的E60开了18w了，新的刹车片也换过，但是至今没有这个响声。这个声音在地下室能把旁边的人吓一跳。。。求大神帮忙解答。,Brake
怠速状态下。感觉车抖。屁股震！等红灯怠速的情况下。无论是p档还是n档还是d档。屁股和脚都能感觉到抖动和震动。不是一阵一阵的。是一直持续的震！想问一下你们车有这样的问题吗？真是烦得要死！自从发现有震动。现在开车会刻意的去感觉这个问题！3年的车。4万公里！大家有这个问题吗？是发动机机胶垫的问题吗？,Car body
谈谈用车一千公里一个月的感受，19款2.0领先先说几个缺点吧，1.低速市区堵车情况下，一停一走再一停20-30之间会有轻微顿挫，可以接受，其他时候平顺的不像话！2.冷车启动发动机声音轰隆轰隆的，太难听3.太硬了！过个减速带想屎的心都有了，而且防爆胎随时担心路上有大坑轮胎鼓包。。4.座椅不舒服，目前为止还没找到一个舒适的坐姿，开过xt5，人家那座椅才叫大沙发接下来是优点，说实话剩下的都是优点了，动力好，比以前的1.6自吸强太多，音响没有加装还是低配的音响不会听好坏感觉没有你们说的那么不堪，挺好的啊，使用手机连usb即给手机充电也能放歌挺方便，空间大我把前排调的很靠后后排也比一般车大！目前油耗10.2上班单程市里堵车得一个小时才能到单位。。。感觉实际会更多一点一星期一箱油,Tire
"09款530li,突然熄火，显示驱动系统故障09款530li,这些天低速行驶时突然熄火，显示驱动系统故障，稍停片刻启动开车正常行驶，不过发生两次了，求问车友可能的原因，谢谢",Engine
关于宝马X1车身抖动的问题关于宝马X1车身抖动的问题问题描述昨天从老家返程，发现宝马X1车速超过120公里，车抖动有点明显，120公里以内的感觉很细微，过年前还没这种感觉车跑了17000公里了，保养过一次，请教各位大神说说原因,Car body
